,No.,Hydrocarbon,SMILES,HeatCapacity,Entropy,MW,AMW,nTA,RBF,nDB,nTB,max_conj_path,ZM1V,Xt,BLI,PJI2,S3K,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,Psi_i_A,Psi_i_0d,Psi_i_1s,BAC,MPC08,piPC06,X3A,X4A,X2Av,X3Av,X4Av,IDDE,IVDE,Ges,rGes,Yindex,IC1,IC2,TIC1,SIC5,CIC4,CIC5,SpPosA_A,VE1sign_A,ChiA_X,SpPosA_X,SpMax_X,J_Dz(Z),SpMAD_B(m),SpDiam_B(s),EE_B(s),ATS5e,ATSC4s,ATSC5s,ATSC6s,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1s,MATS3s,GATS2s,GATS5s,GATS6s,GATS7s,GATS8s,GGI3,GGI6,GGI10,JGI3,JGI7,JGI8,JGI9,SpMax1_Bh(s),SpMax2_Bh(s),P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_5,P_VSA_MR_6,P_VSA_MR_7,P_VSA_s_4,Eta_sh_y,Eta_sh_x,SpMaxA_EA,SpMax_EA(dm),Chi0_EA(dm),SM03_EA(dm),SM06_EA(dm),SM12_AEA(bo),SM13_AEA(bo),SM14_AEA(bo),SM15_AEA(bo),SM02_AEA(dm),SM08_AEA(dm),SM09_AEA(dm),SM11_AEA(dm),SM13_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig05_EA(dm),Eig06_EA(dm),Eig07_EA(dm),Eig08_EA(dm),Eig02_AEA(bo),Eig09_AEA(bo),Eig10_AEA(bo),MEcc,SPH,ASP,PJI3,DISPm,QXXm,VE1sign_G,SpPosA_RG,VE1_RG,VE1sign_RG,WiA_G/D,VE1sign_G/D,TDB03u,TDB04u,TDB05u,TDB04v,TDB05v,TDB02p,TDB02i,TDB04s,TDB05s,RDF020u,RDF040u,RDF045u,RDF055u,RDF060u,RDF070u,RDF080u,RDF085u,RDF095u,RDF105u,RDF120u,RDF130u,RDF155u,RDF030m,RDF035m,RDF040m,RDF045m,RDF055m,RDF060m,RDF070m,RDF085m,RDF105m,RDF110m,Mor06u,Mor07u,Mor08u,Mor10u,Mor11u,Mor12u,Mor13u,Mor15u,Mor24u,Mor25u,Mor26u,Mor30u,Mor31u,Mor32u,Mor04m,Mor09m,Mor11m,Mor15m,Mor18m,Mor20m,Mor26m,Mor32m,Mor08v,Mor10v,Mor13v,Mor16v,Mor20v,Mor23v,Mor24v,Mor25v,Mor29v,Mor07p,Mor16p,Mor18p,Mor20p,Mor30p,Mor09i,Mor12i,Mor08s,Mor11s,Mor13s,Mor16s,Mor27s,G1u,G2u,G3u,E1u,E2u,E3u,E2m,E3m,E2p,E1s,Dm,Dp,ISH,H0u,H5u,H7u,HATS1u,HATS2u,HATS3u,HATS5u,H0m,HATS1m,HATS2m,HATS5m,HATS2v,HATS3p,HATS4i,R3u,R4u,R3u+,R5u+,R7u+,R1m,R2m,R1m+,R2m+,R3m+,R4m+,R6v+,R7v+,R4p+,R5p+,R2s+,R4s+,R5s+,R6s+,SHP2,nCt,nR#CH/X,PDI,DLS_01,DLS_02,DLS_05,LLS_01,CATS3D_05_LL,CATS3D_10_LL,CATS3D_15_LL,CATS3D_18_LL,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,MW.1,Unnamed: 263,1
0,1,Ethylene,C=C,42.9,219.18,28.06,4.676666667,2,0.0,1,0,0,8,0.0,1.5,0.0,1.19025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5756462729999999,0.40824829,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.918295834,0.918295834,5.509775004,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1,2.0,1.5142135380000001,3.0284270760000003,4.571863302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018043162,2.874063736,31.53383999,0.0,0.0,31.53383999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999977720000001,0.55674738,0.464070221,0.007062121,0.29428028100000003,3.08e-07,0.459647717,2.31750971,3.8e-06,1.0175488529999999,7.57e-07,2.712502518,0.0,0.0,0.0,0.0,0.616495246,2.578193325,0.0,0.0,2.7227752260000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012514404,5.7600000000000005e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8583201140000001,0.10420501800000001,0.829342922,-0.224525858,-0.292606804,-0.052933454000000005,-0.042609835,0.09919375400000001,-0.178722574,0.115958647,0.273670982,-0.05294766099999999,0.09080254800000001,0.177190262,-0.193687147,-0.070684149,0.02265699,-0.021620677999999997,-0.026498092,0.015335629,0.048267381,0.019698056000000002,0.23115842,-0.102076931,0.011370005,-0.00450979,0.06993723,-0.038995842999999995,-0.059636840999999996,0.02230088,-0.036946863999999996,0.142631902,-0.022537001,-0.06828524799999999,0.10662888400000001,-0.01059575,0.170502579,-0.022418826,2.5752579890000002,-0.341015561,0.106287826,-0.137481262,0.033018345,1.0,1.0,1.0,0.843912455,0.666666667,0.641347723,0.031096309,0.0,0.280285751,0.483242726,0.087354678,0.41113863100000003,0.0,2,0.0,0.0,0.126334161,0.558903113,0.873665839,0.0,0.143820053,0.014530071,0.013355738999999998,0.0,0.062460565,0.126622565,0.0,0.699061603,0.0,0.195544038,0.0,0.0,0.104260403,0.031882863,0.04984661,0.007087186,0.001383046,0.0,0.0,0.0,0.0,0.0,0.252812825,0.0,0.0,0.0,0.309763809,0,0,0.7340234959999999,1.0,0.5,0.0,1.0,0,0,0,0,,,,,,AMW,,2.0
1,2,Ethane,CC,52.47,229.45,30.08,3.76,2,0.0,0,0,0,2,0.0,3.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.402359478,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.8112781240000001,0.8112781240000001,6.490224996,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1,1.0,1.1,2.2,3.2448380460000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.428571429,0.333333333,1.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154617388,2.9030239030000002,0.0,0.0,0.0,0.0,0.0,17.65040852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98913979,0.37242866399999996,0.43458649299999996,0.41690856299999995,0.0,0.532916163,0.0,0.45232525,2.602686327,0.0,0.995862705,0.0,2.670501818,0.0,0.0,0.0,0.0,0.539046279,2.598597631,0.0,0.0,0.603467415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016135882,4.2e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8882865790000001,0.102603029,0.597367722,-0.125565802,-0.850012157,-0.113471768,0.245545454,-0.138158703,-0.039349023,0.138487226,0.17898611,0.171185743,0.204866584,0.034722775,-0.222655727,-0.01377355,-0.013161741000000001,0.022625065,0.007028445,-0.001108874,0.025621677000000002,-0.0015677170000000002,0.152211302,0.040567997,0.06655762,-0.040717424,0.05704612,-0.045112982999999995,-0.036734273,0.048972496,-0.080119454,0.130837411,-0.033571206,-0.10196445,0.10108112699999999,0.03276828,0.9540648420000001,-0.009669121,1.329214919,-1.199304403,0.546797412,-0.081456817,0.112147445,1.0,1.0,1.0,0.9318213240000001,0.5,0.500015319,0.036079891,0.036078067000000005,0.25268313600000003,0.765375837,0.158266364,0.400617622,0.0,3,0.0,0.0,0.19489508600000002,1.5605512480000001,2.055104914,0.0,0.153151225,0.020433258,0.025709722,0.0,0.145227626,0.297851472,0.0,1.625953948,0.0,0.192717102,0.0,0.0,0.125906611,0.053128129,0.043422410999999994,0.006955932,0.001363051,0.0,0.0,0.0,0.0,0.0,0.26846132100000003,0.0,0.0,0.0,0.38746726,0,0,0.7346249109999999,1.0,0.5,0.5,1.0,0,0,0,0,,,,,,nTA,,3.0
2,3,Allene,C=C=C,59.03,243.7,40.07,5.724285714,2,0.0,2,0,0,24,1.2011224090000001,1.060660172,1.0,1.519480519,0.333333333,0.0,0.0,0.0,0.25,0.125,0.5,2.833333333,-0.39462505299999995,0.181818182,5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.918295834,0.918295834,2,0.666666667,0.0,1.378783493,1.378783493,9.651484454,0.0,2.346009252,0.0,0.471404521,0.292893219,1.0,0.333333333,1,3.2659863239999996,1.4279475869999998,4.312046163,5.062887208,0.0,2.469387755,0.0,0.0,0.75,0.0,0.0,0.0,0.0,-0.409638554,-1.126506024,0.65060241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118696428,3.847134735,31.53383999,0.0,0.0,31.53383999,16.41796321,0.0,0.0,0.0,0.5,1.15,1.865009616,0.0,1.7274203119999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999482689,0.7453319820000001,0.826542056,0.895646002,0.0062287,0.29428580600000004,5.66e-06,0.44755301,2.516324214,0.34587337,1.074394514,0.043750832,3.289759882,3.9236772689999997,0.0,0.272223003,0.0,0.90127224,2.581470768,3.9236772689999997,0.0,2.814619402,2.233985126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63e-05,0.004047951,0.015800552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7752938629999999,0.144798249,0.828818189,-0.6470456379999999,0.136126805,-0.300318229,0.137315687,0.044897319000000005,-0.14868273,0.072242282,0.30052078,0.014150808,0.024918317000000002,0.272919433,-0.263052018,-0.097293756,0.102036229,-0.070539598,-0.028360086,-0.012637097,0.087689487,0.025917295,0.205695245,-0.255965438,0.044255795,0.040260841,0.031226407999999997,-0.044163786,-0.091306278,0.00947225,-0.08113121200000001,0.294978425,0.018634667,-0.093444649,0.056891604000000005,0.016451056999999998,0.350135274,-0.380332037,2.088524263,0.668760351,0.5112280260000001,0.162195611,0.03234737,1.0,1.0,1.0,0.793860922,0.571263314,0.571263229,0.017784424,0.017784422,0.19832529699999998,0.48828408100000004,0.09520634800000001,0.293684104,0.579380164,3,0.0,0.0,0.28031137300000003,0.9898567909999999,0.28031132,0.0,0.220041953,0.023574234,0.016954194,0.0,0.078004479,0.10671452,2.857774089,0.321874158,0.713555203,0.080482823,0.0,0.0,0.08270366400000001,0.043663877999999996,0.020617871,0.038301361,0.006768605,0.001262267,0.0,0.0,0.025865755,0.0,0.37418365200000003,0.17846760899999997,0.0,0.0,0.495115698,0,0,0.778335949,1.0,0.5,0.0,1.0,0,0,0,0,,,,,,RBF,,4.0
3,4,Propyne,CC#C,60.73,248.39,40.07,5.724285714,2,0.0,0,1,0,26,1.2011224090000001,1.183012702,1.0,1.5584415580000002,0.333333333,0.0,0.0,0.0,0.347222222,0.5972222220000001,1.1944444440000002,2.833333333,-0.380565305,0.184900065,5,0.0,0.0,0.0,0.0,0.288675135,0.0,0.0,0.918295834,0.918295834,3,1.0,0.0,2.128085279,2.128085279,14.89659695,0.0,1.882421753,0.0,0.471404521,0.292893219,1.0,0.333333333,1,2.475534186,1.424904955,4.723717677,5.41985705,0.0,1.852040816,0.0,0.0,0.75,0.0,0.0,0.0,0.0,-0.075075075,-1.1891891890000001,0.614864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444223575,3.607648088,0.0,0.0,0.0,23.321246300000002,17.03057378,8.825204262,0.0,0.0,0.5,0.0,0.821994937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585786438,0.0,0.0,0.9996582740000001,0.76158804,0.856500405,0.882811125,4.075836456,0.266458081,0.188930152,0.45080308799999996,2.295997025,0.35396842700000003,1.0846951329999999,0.033087675,3.30895313,4.187365824,0.0,0.290517598,0.0,0.8336179990000001,2.592409493,4.187365824,0.0,1.05945856,0.089734298,0.000170735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009906913,0.001813696,0.000642139,1.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.577655233,0.09478434699999999,0.579296781,-0.20295919199999998,-0.412136251,-0.252707882,0.3194532,0.10368256699999999,-0.06000129,0.078710605,0.069292342,0.016586449,0.091291111,0.026093632000000002,-0.214520149,-0.010229373,0.009501602,-0.001252467,0.041422308,0.01386921,-0.044242079000000004,0.007296049000000001,0.190550847,-0.100413986,0.08948708300000001,-0.059160214,0.050987685,0.045226688,0.009251369,0.029180912000000003,-0.007651014,0.19255087699999998,-0.065075223,-0.027381929,0.07622897299999999,-0.009431081,0.540102665,-0.259518292,2.109611363,-0.771747106,1.129460087,-0.559367761,0.011303808,0.262649535,1.0,0.574116605,0.5412171170000001,0.28571428600000004,0.28570872399999997,0.008895366,0.008895094000000001,0.09919254300000001,0.427324955,0.079311165,0.187232066,1.0,3,0.0,0.0,0.206456838,1.836664984,0.416568875,0.0,0.259591686,0.020570323,0.025566067999999997,0.0,0.144458886,0.158587771,1.50581318,0.38343106600000004,0.420322042,0.11367601199999999,0.0,0.0,0.133411303,0.062000495999999995,0.043792269,0.036495471,0.009560153,0.0009909580000000001,0.0,0.0,0.020306223999999998,0.0,0.433269665,0.14010815599999998,0.0,0.0,0.502502256,0,1,0.768429244,1.0,0.5,0.0,1.0,0,0,0,0,,,,,,nDB,,5.0
4,5,Propene,CC=C,64.32,266.71,42.09,4.676666667,2,0.0,1,0,0,14,1.2011224090000001,1.478397839,1.0,1.74025974,0.333333333,0.0,0.0,0.0,0.25,0.36111111100000004,0.7222222220000001,2.333333333,-0.32061867,0.223606798,5,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.918295834,0.918295834,3,1.0,0.0,2.113283334,2.419381946,19.01955001,0.0,2.159398612,0.0,0.471404521,0.292893219,1.0,0.333333333,1,2.187496097,1.248042575,3.917200259,4.455764331,0.0,1.185185185,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.319078947,-0.336842105,0.8684210529999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736502666,3.566778184,15.76692,9.476247472999999,0.0,15.76692,9.476247472999999,18.30145174,0.0,0.0,0.5,0.0,1.212678125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381966011,0.0,0.0,0.999494867,0.80426445,0.531106285,0.9699091609999999,1.586922565,0.9655456170000001,0.059633174000000004,0.455510961,2.68978102,0.309411888,1.0089110209999999,0.012410013999999999,2.862297322,3.460480715,0.0,0.240086629,0.0,0.762360932,2.576331964,3.460480715,0.0,2.471360189,0.023685276,0.000156153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017569851,0.059157268,0.00016752099999999998,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.861267916,0.07347200599999999,0.9982021059999999,-0.225699747,-0.464777674,-0.340967874,0.315621556,0.11125266699999999,-0.27273515800000003,0.230399734,0.22907127100000002,0.041025563,0.19453275399999997,0.145236046,-0.27216839,-0.071735522,0.030517000000000002,0.024554851000000003,-0.025844606000000003,0.027260946,0.033884713,0.032588214,0.161768537,-0.062005856,0.023689428,-0.041043668,0.106850824,-0.034649466000000004,-0.078420255,0.041682313,-0.08749548,0.274789666,-0.048367303,-0.08374121799999999,0.162907873,0.006436111,0.400270519,-0.363509729,1.9382825559999999,-0.5654848579999999,0.517578825,-0.279854743,0.24135647699999999,0.335200212,0.239812467,1.0,0.583737927,0.40786993200000005,0.222222222,0.04915888,0.010365436,0.20413969699999998,0.46569601299999996,0.10225744699999999,0.237585687,1.0,3,0.0,0.0,0.235809543,1.171819963,1.237050977,0.0,0.260135806,0.028574312,0.032245512999999996,0.0,0.127917719,0.235720987,1.654780965,1.1627187890000001,0.781779675,0.182340174,0.0,0.0,0.187732404,0.091426572,0.057564480999999994,0.038293303,0.00847577,0.001308475,0.0,0.0,0.026812615,0.0,0.3798353,0.18500072,0.0,0.0,0.487456878,0,0,0.7747549490000001,1.0,0.5,0.0,1.0,0,0,0,0,,,,,,nTB,,6.0
5,6,Propane,CCC,73.6,270.28,44.11,4.01,2,0.0,0,0,0,6,1.2011224090000001,2.121320344,1.0,2.0,0.333333333,0.0,0.0,0.0,0.25,0.125,0.5,1.8333333330000001,-0.243238769,0.28571428600000004,5,0.0,0.0,0.0,0.0,0.7071067809999999,0.0,0.0,0.918295834,0.918295834,2,0.666666667,0.0,1.095795255,1.685815709,12.05374781,0.0,2.9824484630000003,0.0,0.471404521,0.292893219,1.0,0.333333333,1,1.6329931619999998,1.037423333,3.1513490760000002,3.621787753,0.0,0.46487603299999997,0.0,0.0,0.375,0.0,0.0,0.0,0.0,-0.494594595,-0.157657658,0.908408408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.186807549,3.467096288,2.534531739,0.0,0.0,0.0,0.0,17.65040852,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958951309999999,0.530413864,0.39853893100000004,0.9860128840000001,0.481048087,1.4807288159999998,0.0,0.454270547,3.0513152619999997,0.26660295300000003,0.9858166979999999,0.027895847999999997,2.76904095,3.366744751,0.0,0.23358326899999998,0.0,0.694750442,2.593524065,3.366744751,0.0,0.9811487390000001,0.002246344,0.007367654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030636577,0.126319972,1.59e-05,5.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.190479118,0.288452873,0.768702233,-0.063471158,-1.029270466,-0.31428738100000003,0.36032253299999994,-0.217498207,-0.085468807,0.29497104399999996,0.118758089,0.204452384,0.260230523,0.13422394099999999,-0.284508545,0.005554065,0.007585129,0.030924867999999998,0.009527765,-0.017312416,0.029875567000000002,0.0052005540000000005,0.104212198,0.071264267,0.072484334,-0.065219468,0.07903582099999999,-0.07353642099999999,-0.058931885999999996,0.072473526,-0.1007546,0.249138953,-0.049203465,-0.117249983,0.151838749,0.031752092,1.04019666,-0.194788989,1.387782001,-1.311511108,0.69374235,-0.06933402,0.36645273700000003,1.0,0.22424382399999998,1.0,0.551659409,0.590513749,0.545454545,0.12298552,0.034605199999999996,0.35622094299999996,0.5001416360000001,0.14634452,0.349231765,0.579380164,3,0.0,0.0,0.238612262,1.064662218,1.734941815,0.0,0.262607078,0.02992176,0.036080035,0.0,0.132352622,0.29434276,1.411431031,1.9817498830000002,0.9152264520000001,0.151519317,0.0,0.0,0.19969620600000001,0.10845837300000001,0.047938728,0.037008974,0.005610958,0.001012602,0.0,0.0,0.020749743,0.0,0.22171132300000002,0.14316833199999998,0.0,0.0,0.511662319,0,0,0.77177888,1.0,0.5,0.5,1.0,0,0,0,0,,,,,,max_conj_path,,7.0
6,7,butane,CCCC,98.49,304.4,58.14,4.152857143,2,0.076923077,0,0,0,10,0.8493218000000001,1.9142135619999998,0.5,3.378,0.41666666700000005,0.166666667,0.0,0.0,0.180555556,0.180555556,0.7222222220000001,1.75,0.14391156800000002,0.16495722,8,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,2,0.5,3.1324022780000003,1.148834854,1.842370993,16.08368796,0.137597486,2.366034632,3.283472456,0.5590169939999999,0.0,0.997737175,0.375,1,1.974744871,1.208097852,3.4601607710000004,3.861561685,2.1953211180000003,1.56122449,0.413265306,0.0,-0.066666667,0.4,0.0,0.0,0.0,-0.42011834299999995,0.086894587,1.020833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204957345,3.742350539,5.069063478,0.0,0.0,0.0,0.0,17.65040852,0.0,0.0,0.471404521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4142135619999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.998744237,0.654670049,0.60727427,0.607600652,0.0,1.857984923,0.0,0.45513997799999995,3.384874294,0.0,0.9857578020000001,0.0,2.802260641,3.499876787,4.7476387330000005,0.521372988,0.329389086,0.772605196,2.590991935,4.935566124,4.7476387330000005,1.3593342769999999,0.6998780790000001,0.430517737,0.848949774,6.74e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050512673,0.12642878300000002,0.156423701,0.022043741000000002,0.00600446,4.769999999999999e-12,0.0,0.0,0.0,0.0,-1.401859076,0.342941988,1.098884928,-0.248237192,-1.249408174,-0.356004307,0.404541249,-0.315757843,-0.031331764,0.313381657,0.181125935,0.264269155,0.315648461,0.20667193399999997,-0.39392740600000004,0.011073246,0.044481914000000004,0.040282052,0.020368877,-0.045493265,0.04691247900000001,0.012219074,0.107851293,0.07033606099999999,0.080195603,-0.08355406900000001,0.08532420199999999,-0.099034096,-0.058400271,0.061806972,-0.117053025,0.288455112,-0.058143227,-0.125914095,0.183631314,0.035508059,1.379154113,-0.163565777,1.8893486819999998,-1.463355675,0.811863384,-0.005430567,0.536453506,1.0,1.0,1.0,0.561382384,0.6442044339999999,0.571428571,0.116344529,0.033801802,0.37225870299999997,0.542427554,0.16254649999999998,0.36635153200000004,0.5,3,0.0,0.0,0.206172358,0.810682663,1.394690645,0.649136997,0.288366483,0.02578137,0.029876332999999998,0.004591223,0.105130775,0.249909925,1.498787691,2.125409984,1.319339904,0.11416223800000001,0.066325807,0.0,0.21321916300000002,0.124213585,0.040273693,0.024663004,0.024473242000000003,0.003337998,0.0,0.0,0.016420891,0.009612764000000001,0.16084187,0.11330027599999999,0.066325807,0.0,0.565003162,0,0,0.7951345040000001,1.0,0.666666667,0.5,1.0,0,0,0,0,,,,,,ZM1V,,8.0
7,8,2-methylpropane,CC(C)C,96.65,295.34,58.14,4.152857143,3,0.0,0,0,0,12,0.954064582,1.732050808,1.0,3.378,0.5,0.0,0.0,0.0,0.5,0.166666667,1.0,1.8333333330000001,0.153545986,0.164316767,10,0.0,0.0,0.0,0.0,0.577350269,0.0,0.0,0.8112781240000001,0.8112781240000001,2,0.5,0.0,1.094914318,1.4299111709999999,15.32880046,0.0,3.397578545,0.0,0.433012702,0.51763809,1.0,0.25,1,2.323790008,0.953128075,3.8687413569999998,3.9740864210000004,0.0,1.5305816330000002,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-0.668097299,-0.616437305,0.46744366200000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2817156480000005,3.467096288,0.0,0.0,0.0,0.0,0.0,26.47561279,0.25,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984927193,0.549578303,0.144853343,0.986043846,0.496778625,5.335958013,1.01e-05,0.452416091,3.421011855,0.43049809,0.9748016409999999,0.041945120999999995,2.8675583939999996,3.366794497,0.0,0.23358672100000002,0.0,0.8191111999999999,2.586439735,3.366794497,0.0,1.182321441,0.006752543000000001,0.022155418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043531436,0.37920807700000003,4.7799999999999996e-05,0.000156701,0.0,0.0,0.0,0.0,0.0,0.0,-1.111741617,0.178065787,0.974737422,-0.081399275,-1.195493266,-0.579969295,0.660189871,-0.175142999,-0.16345225300000002,0.466494549,0.011776123999999999,0.237234682,0.284647525,0.27393095300000003,-0.205172957,0.08594601199999999,0.029541482999999997,0.034034547000000005,0.00047254800000000004,-0.032250537,0.023894136,0.026440968999999998,-0.012728383999999999,0.043757752000000004,0.06878396099999999,-0.096505408,0.12301977900000001,-0.114800351,-0.070263513,0.0955585,-0.09221703,0.336327905,-0.07014306099999999,-0.09814035800000001,0.24010654399999998,0.022416834,1.227790267,-0.47696529,1.384113467,-1.4601922569999999,1.019437723,-0.116459324,0.851709267,0.258906623,0.31219248,0.208014598,0.499696979,0.499697929,0.327410172,0.214050556,0.033615996,0.365408312,0.43509065799999996,0.153914679,0.29941380100000003,0.40563906200000005,3,0.0,0.0,0.26039486100000003,0.799552862,1.252047005,0.0,0.35852639,0.029608417,0.050784986,0.0,0.117929053,0.296111948,2.643297567,1.998145804,2.153032837,0.11361435,0.0,0.0,0.22512370199999998,0.18540970899999998,0.034620469,0.041732614,0.0054010709999999995,0.000832049,0.0,0.0,0.017049927,0.0,0.17179256699999998,0.117640475,0.0,0.0,0.659982062,1,0,0.7744208140000001,1.0,0.5,0.5,1.0,0,0,0,0,,,,,,Xt,,9.0
