Family,Name,SMILES,Set,T (K),Exp. Density (Kg.m-3),Pred. Density (Kg.m-3),A,B,C,D,X2,X3,X4,X5,X6,X7,X8,X10,X12,X14,X15,X16,X17,X19,X21,X22,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26
Alcohols,1-butanol,CCCCO,Training,186.1499939,891.1639968,890.4355626,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,193.1499939,885.382512,885.1257126,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,203.1499939,877.5256224,877.563649,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,213.1499939,869.5946112,870.0245923,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,223.1499939,862.1824512,862.501352,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,233.1499939,854.6961696,854.9842661,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,243.1499939,847.0616448,847.4610006,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,253.1499939,839.5012416,839.9163785,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,263.1499939,831.7925952,832.3322697,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,273.1499939,824.3063136,824.6875723,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,283.1499939,816.5976672,816.9583001,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,288.1499939,813.1880736,813.0537109,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Test,293.1499939,809.2596288,809.1177806,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,298.1499939,805.6806144,805.1468029,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,301.3800049,801.995712,802.5611161,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,303.1499939,801.995712,801.1369431,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,308.1499939,798.104328,797.0842497,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,313.1499939,793.842336,792.9846655,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Validation,318.1499939,790.5809856,788.8340388,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-butanol,CCCCO,Training,328.1499939,782.8723392,780.3626392,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Prediction,288.15,,832.0780296,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,293.1499939,825.989816,828.6395091,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,313.1499939,812.6942053,814.7379224,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,333.1499939,799.7942972,800.6165809,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,353.1499939,785.7864217,786.2771891,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,373.1499939,770.4964693,771.6874479,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,393.1499939,754.9849235,756.776176,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Test,413.1499939,738.6978004,741.4365179,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Validation,433.1499939,722.3948491,725.5333092,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,453.1499939,705.2846644,708.9092235,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,473.1499939,688.2852764,691.388337,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,493.1499939,670.795217,672.7795944,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Test,513.1500244,653.495095,652.8821421,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,533.1500244,634.9920367,631.4915177,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-decanol,CCCCCCCCCCO,Training,553.1500244,612.6902326,608.4033596,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Training,348.1499939,806.16311,806.7230724,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Training,353.1499939,802.19492,802.4896735,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Validation,358.1499939,798.50434,798.2710307,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Validation,363.1499939,794.71578,794.0675461,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Training,368.1499939,790.99254,789.8796036,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO,Training,373.1499939,787.30196,785.707574,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Prediction,288.15,,836.7454147,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,298.1499939,831.1811444,829.8453272,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,303.1499939,827.342659,826.3752457,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,313.1499939,820.0880459,819.3976278,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,323.1499939,814.3924293,812.3733446,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,333.1499939,806.2868899,805.3058593,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,343.1499939,800.1937603,798.1978272,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,353.1499939,792.2621328,791.0507647,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,363.1499939,785.1938539,783.8647138,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,373.1499939,777.3864493,776.6379285,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,393.1499939,762.1815753,762.0447268,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,413.1499939,746.7903671,747.2134582,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,433.1499939,730.6910887,732.0499148,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,453.1499939,714.3868427,716.4272961,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Test,473.1499939,698.1943973,700.1937384,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,493.1499939,680.9957469,683.1822264,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,513.1500244,663.4989618,665.2214497,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,533.1500244,645.6854084,646.1441949,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Validation,553.1500244,627.4991866,625.7883556,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Training,573.1500244,609.6856333,603.9900781,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-eicosanol,CCCCCCCCCCCCCCCCCCCCO,Training,348.1499939,805.8974479,805.6323445,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-eicosanol,CCCCCCCCCCCCCCCCCCCCO,Training,358.1499939,798.6726134,797.3651673,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-eicosanol,CCCCCCCCCCCCCCCCCCCCO,Validation,368.1499939,791.8955992,789.1959544,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-heptadecanol,CCCCCCCCCCCCCCCCCO,Training,333.1499939,815.3090381,814.7250695,256.46714,783.070085,1314654.096,0.227208881,16,15,307.0427588,407.0093414,0.83530384,0.76268549,-0.56701599,8.657476,0.00293424,2.86698,156.964035,16.959997,676.980831,-0.020647,0.319968,0.169547,36,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-heptanol,CCCCCCCO,Prediction,253.15,,849.5811964,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-heptanol,CCCCCCCO,Prediction,288.15,,825.290722,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcohols,1-heptanol,CCCCCCCO,Training,293.1499939,822.0896201,821.7994511,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
