,Smiles,Density (g/mL),Density_correct
378,CC1CCCCC1,0.7778714790000001,
379,CC1CC(C)(C)CC1,0.763177889,
380,CC(C)=CC(C)(C)C,0.7282275309999999,
381,CC(C)CCC(C)C,0.710170442,
382,CC(C)CC(C)CC,0.710170442,
383,CC1C=CCCC1,0.79599162,
384,CC1CC=CCC1,0.79599162,
385,CC1CC(C)C(C)C1,0.763516588,
386,CCC(C)(C)CCC,0.7049754159999999,
387,C=CCCCCCC,0.7168195079999999,
388,C=CC(C)C(C)CC,0.7166981859999999,
389,CC1=C(C)CCC1,0.7913450240000001,
390,CCC1=CCCC1,0.791033456,
391,CC1=CC=CC=C1,0.869498635,
392,C/C=C\C(C)CCC,0.715058247,
393,CC(C)C(C)CCC,0.710170442,
394,CC(C)CCCCC,0.7046522340000001,
395,CCCC(C)CCC,0.7046522340000001,
396,CCC(C)C(C)CC,0.710170442,
397,CCC(C)CCCC,0.7046522340000001,
398,CCC(CC)CCC,0.7046522340000001,
399,C[C@@H]1C[C@H](C)CCC1,0.782372185,
400,C[C@H]1CC[C@H](C)CC1,0.782372185,
401,C=C(C)CCCCC,0.725207266,
402,C[C@@H]1C[C@H](CC)CC1,0.770609126,
403,CC[C@H]1[C@H](C)CCC1,0.770609126,
404,CC1(CC)CCCC1,0.772906102,
405,CC/C=C/CCCC,0.71921391,
406,CC/C=C\CCCC,0.71921391,
407,CCCCCCCC,0.7017888940000001,
408,CC1C(C)C(C)CC1,0.763516588,
409,CC(C1CCCC1)C,0.780687198,
410,CC(C)C(C)CC(C)C,0.732861215,
411,CC[C@@H]1[C@H](C)CCC1,0.770609126,
412,CC(C)CC(C)CCC,0.7263294570000001,
413,C[C@@H]1[C@H](C)CCCC1,0.782372185,
414,CC(C)CCCC(C)C,0.7263294570000001,
415,CCC1CCCCC1,0.792793773,
416,CC(C)CCC(C)CC,0.7263294570000001,
417,CC1CCC(C)(C)CC1,0.791510264,
418,CCC1=CC=CC=C1,0.865081588,
419,CC(C)C(C)CCCC,0.7263294570000001,
420,CC1=CC=CC(C)=C1,0.871786825,
421,CC1=CC=C(C)C=C1,0.871786825,
422,CCCC(CC)CCC,0.721403793,
423,CCCC(C)CCCC,0.721403793,
424,CC(C)CCCCCC,0.721403793,
425,CCC(C)CCCCC,0.721403793,
426,C=C(C)CCCCCC,0.740446823,
427,C=CC1=CC=CC=C1,0.915422237,
428,CC1=CC=CC=C1C,0.871786825,
429,C=CC(CC)CCCC,0.7316318140000001,
430,C=CCCCCCCC,0.73328268,
431,CCC/C=C/CCCC,0.732644657,
432,CC/C=C/CCCCC,0.732644657,
433,CC/C=C\CCCCC,0.732644657,
434,C/C=C/CCCCCC,0.732644657,
435,C/C=C\CCCCCC,0.732644657,
436,CC(C1=CC=CC=C1)C,0.855300605,
437,CC(C)(C)CCCCCC,0.742125975,
438,CCC(C)CC(C)CCC,0.739009625,
439,C=CCCCCCCCC,0.745781932,
440,CC(C)CCCC(C)CC,0.739009625,
441,CCC(C)CCC(C)CC,0.739009625,
442,CCCC1=CC=CC=C1,0.86156216,
443,CCCC(CC)CCCC,0.734478515,
444,CC1=CC(C)=CC(C)=C1,0.8792295370000001,
445,CCCCC(C)CCCC,0.734478515,
446,CCCC(C)CCCCC,0.734478515,
447,CC(C)CCCCCCC,0.734478515,
448,CCC(C)CCCCCC,0.734478515,
449,CC1=CC=C(C)C(C)=C1,0.8792295370000001,
450,CCCCCCCCCC,0.732419143,
451,CC1=C(C)C(C)=CC=C1,0.8792295370000001,
452,CCCCCCCCCCC,0.742982985,
453,CC(C)CCC(C)CCCC,0.749143199,
454,C12=C(CCC2)C=CC=C1,0.9957223890000001,
455,C=CCCCCCCCCC,0.7552947059999999,
456,CC(C)CCCC(C)CCC,0.749143199,
457,CCC1=CC(CC)=CC=C1,0.8678772029999999,
458,CCCC1=CC(C)=CC=C1,0.8678772029999999,
459,CCCC1=CC=C(C)C=C1,0.8678772029999999,
460,CC1=C(C)C(CC)=CC=C1,0.87870294,
461,CCC1=CC=C(CC)C=C1,0.8678772029999999,
462,CCCCC(C)CCCCC,0.7448335759999999,
463,CCCC1=CC=CC=C1C,0.8678772029999999,
464,CCCC(C)CCCCCC,0.7448335759999999,
465,CC(C)CCCCCCCC,0.7448335759999999,
466,CC1=CC=C(C)C(CC)=C1,0.87870294,
467,CCC(C)CCCCCCC,0.7448335759999999,
468,CC1=CC2=C(CCC2)C=C1,0.9606443379999999,
469,CC1=C(C)C=C(C)C(C)=C1,0.8877516,
470,CC1=CC(C)=C(C)C(C)=C1,0.8877516,
471,CC1=CC=CC2=C1CCC2,0.9606443379999999,
472,CC1=CC=C(C)C(C)=C1C,0.8877516,
473,CCCC(C)CCCCCCC,0.7532142829999999,
474,CC(C)CCCCCCCCC,0.7532142829999999,
475,CCC(C)CCCCCCCC,0.7532142829999999,
476,C12=CC=CC=C1C=CC=C2,1.135223847,
477,CC1CC2=C(C=CC=C2)C1,0.95179087,
478,CCCCCCCCCCCC,0.7514581659999999,
479,C/C=C(C)\CC,0.691690122,
480,CC(C)(C)CCC,0.67708801,
481,CC(C)(C)C(C)C,0.681858635,
482,CCC(CC)CC,0.6830459640000001,
483,CC(C)(C)CCCC,0.7049754159999999,
484,CC(C)C(CC)CC,0.710170442,
485,CC(C)(C)CCC(C)C,0.731247275,
486,C[C@H]1[C@H](C)CCCC1,0.782372185,
487,CCC(C)CC(C)CC,0.7263294570000001,
488,CCCCCCCCC,0.719006757,
489,CC(C1=CC=CC=C1C)C,0.86510305,
490,CC(C)CCC,0.645090965,
491,C=C(C)C(C)C,0.688434818,
492,C=CCCCC,0.666568421,
493,CCCCCC,0.647841576,
494,C/C(C)=C(C)/C,0.685081658,
495,C/C=C(C)/CC,0.685029355,
496,C=CC(C)C=C,0.692120728,
497,CCC(CC)=C,0.703391071,
498,C/C=C/C=C/C,0.699168681,
499,C/C(C)=C\C(C)C,0.707845025,
500,CC1CCCC1,0.746507967,
501,C1=CC=CC=C1,0.873,0.873
502,C=CC/C(C)=C/C,0.737068487,
503,C=C(C)CC(C)(C)C,0.7219779890000001,
504,C/C(C)=C\C=C\C,0.736240012,
505,C/C(C)=C\C(C)(C)C,0.730449274,
506,C1CCCCC1,0.7800260809999999,
507,C=C(C)/C=C/C=C,0.815733485,
508,O=C(C)CC(C)C,0.805273667,
509,C/C=C(C)/C=C/C,0.739328305,
510,CC(C)(C)CC(C)(C)C,0.733237605,
511,C=CCCCCCC,0.7082462979999999,
512,CCCCCCCC,0.699491402,
513,C/C(C)=C(C)\C=C\C,0.757601325,
514,CC1C=C(C)CCC1,0.8016161390000001,
515,CCC1=CCCCC1,0.822991368,
516,CCC1=CC=CC=C1,0.850846225,
517,CC1=CC=CC=C1C,0.862736353,
518,CC1=CC(C)=CC=C1,0.867538589,
519,C=CC1=CC=CC=C1,0.910833615,
520,CC(C1=CC=CC=C1)C,0.849434235,
521,CCCC1=CC=CC=C1,0.848021191,
522,CC1=CC=C(CC)C=C1,0.863602627,
523,CC1=CC(CC)=CC=C1,0.875483371,
524,CC1=C(C)C(C)=CC=C1,0.872784543,
525,CC(C1=CC=C(C)C=C1)C,0.857039608,
526,CC1=CCC(CC1)C(C)=C,0.855240522,
527,CC(C)(C)C,0.5974475770000001,
528,CC1C(C)CCC1,0.7522823909999999,
529,CC(C)C(C)C(C)C,0.7172366459999999,
530,C[C@H]1C[C@H](CC)CC1,0.770609126,
531,CC(C)(C)CC(C)CC,0.731247275,
532,C[C@H]1C[C@H](C)CCC1,0.782372185,
533,CC(C)(C)C(C)CCC,0.731247275,
534,CC1CC(C)(C)CCC1,0.791510264,
535,CCC(CC)CCCC,0.721403793,
536,CC1CC(C)C(C)CC1,0.785710129,
537,CC1C(C)(C)CCCC1,0.791510264,
538,CCCC1CC(C)CC1,0.783587485,
539,CC1CCC(CC)CC1,0.795428314,
540,CCCC(C)(C)CCCC,0.742125975,
541,CC(C)CCCCC(C)C,0.739009625,
542,CC(C)C(CC)CCCC,0.739009625,
